#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP,New
Methylocystis heyeri,Bacteria;Proteobacteria;Alphaproteobacteria,H2,SAMN11168656,PRJNA528078,GCA_004802635.2,Complete,4.72779,63.0198,chromosome:NZ_CP046052.1/CP046052.1; plasmid unnamed1:NZ_CP046053.1/CP046053.1; plasmid unnamed2:NZ_CP046054.1/CP046054.1,,3,4119,2019-11-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/802/635/GCA_004802635.2_ASM480263v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/802/635/GCF_004802635.2_ASM480263v2,x
Phreatobacter stygius,Bacteria;Proteobacteria;Alphaproteobacteria,KCTC 52518,SAMN11431409,PRJNA533003,GCA_005144885.1,Complete,7.35467,66.7,chromosome:NZ_CP039690.1/CP039690.1,,1,6828,2019-05-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/144/885/GCA_005144885.1_ASM514488v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/144/885/GCF_005144885.1_ASM514488v1,x
Paraoceanicella profunda,Bacteria;Proteobacteria;Alphaproteobacteria,D4M1,SAMN11579697,PRJNA541207,GCA_005887635.2,Complete,5.46858,70.1162,chromosome:NZ_CP040818.1/CP040818.1; plasmid pD4M1A:NZ_CP040819.1/CP040819.1; plasmid pD4M1B:NZ_CP040820.1/CP040820.1; plasmid pD4M1C:NZ_CP040821.1/CP040821.1; plasmid pD4M1D:NZ_CP040822.1/CP040822.1; plasmid pD4M1E:NZ_CP040823.1/CP040823.1; plasmid pD4M1F:NZ_CP040824.1/CP040824.1,,7,4680,2019-06-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/887/635/GCA_005887635.2_ASM588763v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/887/635/GCF_005887635.2_ASM588763v2,x
Brevundimonas vancanneytii,Bacteria;Proteobacteria;Alphaproteobacteria,NCTC9239,SAMEA3121333,PRJEB6403,GCA_901421975.1,Complete,3.38335,67.3,chromosome 1:NZ_LR588407.1/LR588407.1,,1,3041,2019-05-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/421/975/GCA_901421975.1_34410_D01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/421/975/GCF_901421975.1_34410_D01,x
Sphingopyxis lindanitolerans,Bacteria;Proteobacteria;Alphaproteobacteria,WS5A3p,SAMN08039004,PRJNA418918,GCA_002993885.1, Chromosome,4.37309,65.1722,chromosome:NZ_CM009578.1/CM009578.1,PHFW01,3,4055,2018-03-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/993/885/GCA_002993885.1_ASM299388v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/993/885/GCF_002993885.1_ASM299388v1,x
Wolbachia endosymbiont of Carposina sasakii,Bacteria;Proteobacteria;Alphaproteobacteria,wCauA,SAMN12136010,PRJNA550963,GCA_006542295.1,Complete,1.44934,35,chromosome:NZ_CP041215.1/CP041215.1,,1,1260,2019-07-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/542/295/GCA_006542295.1_ASM654229v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/542/295/GCF_006542295.1_ASM654229v1,x
Swingsia samuiensis,Bacteria;Proteobacteria;Alphaproteobacteria,AH83,SAMN11175157,PRJNA528164,GCA_006542355.1,Complete,2.19341,45.1083,chromosome:NZ_CP038141.1/CP038141.1; plasmid unnamed1:NZ_CP038142.1/CP038142.1,,2,1988,2019-07-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/542/355/GCA_006542355.1_ASM654235v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/542/355/GCF_006542355.1_ASM654235v1,x
Bradyrhizobium zhanjiangense,Bacteria;Proteobacteria;Alphaproteobacteria,CCBAU 51778,SAMN03459138,PRJNA279921,GCA_004114935.1,Complete,9.34202,62.9,chromosome:NZ_CP022221.1/CP022221.1,,1,8200,2019-01-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/114/935/GCA_004114935.1_ASM411493v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/935/GCF_004114935.1_ASM411493v1,x
Bradyrhizobium guangzhouense,Bacteria;Proteobacteria;Alphaproteobacteria,CCBAU 51670,SAMN03459144,PRJNA279921,GCA_004114955.1,Complete,8.13818,63.4344,chromosome:NZ_CP030053.1/CP030053.1; plasmid unnamed1:NZ_CP030054.1/CP030054.1,,2,7370,2019-01-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/114/955/GCA_004114955.1_ASM411495v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/955/GCF_004114955.1_ASM411495v1,x
Caulobacter rhizosphaerae,Bacteria;Proteobacteria;Alphaproteobacteria,KCTC 52515,SAMN14056236,PRJNA605366,GCA_010977555.1,Complete,5.96391,68.6457,chromosome:NZ_CP048815.1/CP048815.1; plasmid unnamed:NZ_CP048816.1/CP048816.1,,2,5280,2020-02-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/977/555/GCA_010977555.1_ASM1097755v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/977/555/GCF_010977555.1_ASM1097755v1,x
Acidibrevibacterium fodinaquatile,Bacteria;Proteobacteria;Alphaproteobacteria,G45-3,SAMN09005679,PRJNA454169,GCA_003352165.1,Complete,4.03761,65.487,chromosome:NZ_CP029176.1/CP029176.1; plasmid unnamed1:NZ_CP029177.1/CP029177.1; plasmid unnamed2:NZ_CP029178.1/CP029178.1; plasmid unnamed3:NZ_CP029179.1/CP029179.1,,4,3652,2018-08-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/352/165/GCA_003352165.1_ASM335216v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/352/165/GCF_003352165.1_ASM335216v1,x
Novosphingobium ginsenosidimutans,Bacteria;Proteobacteria;Alphaproteobacteria,FW-6,SAMN12419120,PRJNA557816,GCA_007954425.1,Complete,3.11887,64.3,chromosome:NZ_CP042345.1/CP042345.1,,1,3009,2019-08-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/954/425/GCA_007954425.1_ASM795442v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/954/425/GCF_007954425.1_ASM795442v1,x
Rickettsia asiatica,Bacteria;Proteobacteria;Alphaproteobacteria,Maytaro1284,SAMD00165215,PRJDB8064,GCA_007989425.1,Complete,1.41908,32.379,chromosome:NZ_AP019563.1/AP019563.1; plasmid pRA1:NZ_AP019564.1/AP019564.1,,2,1233,2019-07-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/989/425/GCA_007989425.1_ASM798942v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/989/425/GCF_007989425.1_ASM798942v1,x
Youhaiella tibetensis,Bacteria;Proteobacteria;Alphaproteobacteria,fig4,SAMN12233448,PRJNA553275,GCA_008000755.1,Complete,4.43073,64.8,chromosome:NZ_CP041690.1/CP041690.1,,1,4272,2019-08-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/000/755/GCA_008000755.1_ASM800075v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/000/755/GCF_008000755.1_ASM800075v1,x
Wolbachia endosymbiont of Chrysomya megacephala,Bacteria;Proteobacteria;Alphaproteobacteria,wMeg,SAMN06885781,PRJNA385248,GCA_008245065.1,Complete,1.37687,34,chromosome:NZ_CP021120.1/CP021120.1,,1,1136,2019-09-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/245/065/GCA_008245065.1_ASM824506v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/245/065/GCF_008245065.1_ASM824506v1,x
Labrys neptuniae,Bacteria;Proteobacteria;Alphaproteobacteria,KNU-23,SAMN12641115,PRJNA562463,GCA_008330945.1,Complete,7.55129,63.4559,chromosome 1:NZ_CP043489.1/CP043489.1; chromosome 2:NZ_CP043488.1/CP043488.1,,2,6715,2019-09-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/330/945/GCA_008330945.1_ASM833094v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/330/945/GCF_008330945.1_ASM833094v1,x
Ochrobactrum quorumnocens,Bacteria;Proteobacteria;Alphaproteobacteria,A44,SAMN07259827,PRJNA391243,GCA_002278035.1,Complete,5.64529,53.1734,chromosome 1:NZ_CP022604.1/CP022604.1; chromosome 2:NZ_CP022603.1/CP022603.1; plasmid unnamed1:NZ_CP022605.1/CP022605.1; plasmid unnamed2:NZ_CP022602.1/CP022602.1,,4,5084,2017-08-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/278/035/GCA_002278035.1_ASM227803v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/278/035/GCF_002278035.1_ASM227803v1,x
Hypericibacter adhaerens,Bacteria;Proteobacteria;Alphaproteobacteria,R5959,SAMN12429833,PRJNA558203,GCA_008728835.1,Complete,5.86525,67.4,chromosome:NZ_CP042582.1/CP042582.1,,1,5146,2019-09-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/728/835/GCA_008728835.1_ASM872883v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/728/835/GCF_008728835.1_ASM872883v1,x
Hypericibacter terrae,Bacteria;Proteobacteria;Alphaproteobacteria,R5913,SAMN12429786,PRJNA558195,GCA_008728855.1,Complete,5.89412,66,chromosome:NZ_CP042906.1/CP042906.1,,1,5276,2019-09-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/728/855/GCA_008728855.1_ASM872885v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/728/855/GCF_008728855.1_ASM872885v1,x
Paracoccus kondratievae,Bacteria;Proteobacteria;Alphaproteobacteria,BJQ0001,SAMN12870310,PRJNA574853,GCA_009301415.1,Complete,4.22838,62.8793,chromosome 1:NZ_CP045072.1/CP045072.1; chromosome 2:NZ_CP045073.1/CP045073.1; plasmid unnamed1:NZ_CP045074.1/CP045074.1,,3,3981,2019-10-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/301/415/GCA_009301415.1_ASM930141v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/301/415/GCF_009301415.1_ASM930141v1,x
Sphingomonas ginsengisoli An et al. 2013,Bacteria;Proteobacteria;Alphaproteobacteria,KACC 16858,SAMN13053092,PRJNA578213,GCA_009363895.1,Complete,3.03729,67.2,chromosome:NZ_CP045434.1/CP045434.1,,1,2929,2019-10-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/363/895/GCA_009363895.1_ASM936389v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/363/895/GCF_009363895.1_ASM936389v1,x
Bradyrhizobium amphicarpaeae,Bacteria;Proteobacteria;Alphaproteobacteria,39S1MB,SAMN07448754,PRJNA397110,GCA_002266435.2,Complete,7.04452,64.7,chromosome:NZ_CP029426.1/CP029426.1,,1,6477,2018-05-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/266/435/GCA_002266435.2_ASM226643v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/266/435/GCF_002266435.2_ASM226643v2,x
Bradyrhizobium symbiodeficiens,Bacteria;Proteobacteria;Alphaproteobacteria,85S1MB,SAMN07448748,PRJNA397108,GCA_002266465.2,Complete,7.0395,64.3,chromosome:NZ_CP029427.1/CP029427.1,,1,6453,2018-05-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/266/465/GCA_002266465.2_ASM226646v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/266/465/GCF_002266465.2_ASM226646v2,x
Paracoccus jeotgali,Bacteria;Proteobacteria;Alphaproteobacteria,CBA4604,SAMN08211554,PRJNA423136,GCA_002865605.1,Complete,3.29917,66.5265,chromosome:NZ_CP025583.1/CP025583.1; plasmid pCBA4604-01:NZ_CP025584.1/CP025584.1; plasmid pCBA4604-02:NZ_CP025585.1/CP025585.1,,3,3021,2018-01-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/865/605/GCA_002865605.1_ASM286560v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/865/605/GCF_002865605.1_ASM286560v1,x
Methylobacterium terrae,Bacteria;Proteobacteria;Alphaproteobacteria,17Sr1-28,SAMN09235361,PRJNA472425,GCA_003173755.1,Complete,6.1627,71.6,chromosome:NZ_CP029553.1/CP029553.1,,1,5475,2018-05-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/173/755/GCA_003173755.1_ASM317375v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/173/755/GCF_003173755.1_ASM317375v1,x
Tardibacter chloracetimidivorans,Bacteria;Proteobacteria;Alphaproteobacteria,JJ-A5,SAMN06050156,PRJNA354679,GCA_001890385.1,Complete,3.78798,63.2322,chromosome:NZ_CP018221.1/CP018221.1; plasmid pHSL1:NZ_CP018222.1/CP018222.1; plasmid pHSL2:NZ_CP018223.1/CP018223.1; plasmid pHSL3:NZ_CP018224.1/CP018224.1; plasmid pHSL4:NZ_CP018225.1/CP018225.1,,5,3809,2016-12-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/385/GCA_001890385.1_ASM189038v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/385/GCF_001890385.1_ASM189038v1,x
Skermanella pratensis,Bacteria;Proteobacteria;Alphaproteobacteria,W17,SAMN09464431,PRJNA477274,GCA_008843145.1,Complete,5.86943,67.3,chromosome:NZ_CP030265.1/CP030265.1,,1,5094,2019-10-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/843/145/GCA_008843145.1_ASM884314v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/843/145/GCF_008843145.1_ASM884314v1,x
Devosia ginsengisoli,Bacteria;Proteobacteria;Alphaproteobacteria,Gsoil 520,SAMN12358552,PRJNA556505,GCA_007859655.1,Complete,4.48031,63.7,chromosome:NZ_CP042304.1/CP042304.1,,1,4138,2019-08-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/859/655/GCA_007859655.1_ASM785965v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/859/655/GCF_007859655.1_ASM785965v1,x
Ferrovibrio terrae,Bacteria;Proteobacteria;Alphaproteobacteria,K5,SAMN12233514,PRJNA553295,GCA_007197755.1,Complete,4.26463,63.6,chromosome:NZ_CP041636.1/CP041636.1,,1,4108,2019-07-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/197/755/GCA_007197755.1_ASM719775v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/197/755/GCF_007197755.1_ASM719775v1,x
Acetobacter oryzoeni,Bacteria;Proteobacteria;Alphaproteobacteria,B6,SAMN10691009,PRJNA512941,GCA_004014775.2,Complete,3.15318,53.0782,chromosome:NZ_CP042808.1/CP042808.1; plasmid unnamed1:NZ_CP042809.1/CP042809.1; plasmid unnamed2:NZ_CP042810.1/CP042810.1; plasmid unnamed3:NZ_CP042811.1/CP042811.1,,4,2784,2019-08-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/014/775/GCA_004014775.2_ASM401477v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/014/775/GCF_004014775.2_ASM401477v2,x
Methylobacterium durans,Bacteria;Proteobacteria;Alphaproteobacteria,17SD2-17,SAMN09235291,PRJNA472419,GCA_003173715.1,Complete,6.78838,68.7,chromosome:NZ_CP029550.1/CP029550.1,,1,5800,2018-05-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/173/715/GCA_003173715.1_ASM317371v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/173/715/GCF_003173715.1_ASM317371v1,x
Ancylobacter pratisalsi,Bacteria;Proteobacteria;Alphaproteobacteria,DSM 102029,SAMN14048691,PRJNA605092,GCA_010669125.1,Complete,4.77827,65.9365,chromosome:NZ_CP048630.1/CP048630.1; plasmid pLGM:NZ_CP048631.1/CP048631.1,,2,4329,2020-02-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/669/125/GCA_010669125.1_ASM1066912v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/669/125/GCF_010669125.1_ASM1066912v1,x
Sphingomonas insulae,Bacteria;Proteobacteria;Alphaproteobacteria,KCTC 12872,SAMN13738179,PRJNA599058,GCA_010450875.1,Complete,3.74248,66.7223,chromosome:NZ_CP048422.1/CP048422.1; plasmid unnamed1:NZ_CP048419.1/CP048419.1; plasmid unnamed2:NZ_CP048420.1/CP048420.1; plasmid unnamed3:NZ_CP048421.1/CP048421.1; plasmid unnamed4:NZ_CP048423.1/CP048423.1,,5,3407,2020-02-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/450/875/GCA_010450875.1_ASM1045087v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/450/875/GCF_010450875.1_ASM1045087v1,x
Rhizobium daejeonense,Bacteria;Proteobacteria;Alphaproteobacteria,KACC 13094,SAMN13783579,PRJNA600145,GCA_010450895.1,Complete,5.14415,60.4316,chromosome:NZ_CP048427.1/CP048427.1; plasmid unnamed1:NZ_CP048424.1/CP048424.1; plasmid unnamed2:NZ_CP048425.1/CP048425.1; plasmid unnamed3:NZ_CP048426.1/CP048426.1; plasmid unnamed4:NZ_CP048428.1/CP048428.1,,5,4721,2020-02-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/450/895/GCA_010450895.1_ASM1045089v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/450/895/GCF_010450895.1_ASM1045089v1,x
Pseudohalocynthiibacter aestuariivivens,Bacteria;Proteobacteria;Alphaproteobacteria,RR4-35,SAMN14132392,PRJNA607394,GCA_011040495.1,Complete,4.55778,59.36,chromosome:NZ_CP049037.1/CP049037.1; plasmid pRR4-35_1:NZ_CP049038.1/CP049038.1; plasmid pRR4-35_2:NZ_CP049039.1/CP049039.1; plasmid pRR4-35_3:NZ_CP049040.1/CP049040.1; plasmid pRR4-35_4:NZ_CP049041.1/CP049041.1; plasmid pRR4-35_5:NZ_CP049042.1/CP049042.1; plasmid pRR4-35_6:NZ_CP049043.1/CP049043.1,,7,4252,2020-02-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/040/495/GCA_011040495.1_ASM1104049v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/040/495/GCF_011040495.1_ASM1104049v1,x
Halovulum dunhuangense,Bacteria;Proteobacteria;Alphaproteobacteria,RR4-56,SAMN14132394,PRJNA607396,GCA_011044155.1,Complete,4.37305,65.9,chromosome:NZ_CP049056.1/CP049056.1,,1,4047,2020-03-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/044/155/GCA_011044155.1_ASM1104415v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/044/155/GCF_011044155.1_ASM1104415v1,x
Rhizobium pseudoryzae,Bacteria;Proteobacteria;Alphaproteobacteria,DSM 19479,SAMN14167797,PRJNA608222,GCA_011046245.1,Complete,5.37555,61.8135,chromosome:NZ_CP049241.1/CP049241.1; plasmid unnamed1:NZ_CP049242.1/CP049242.1; plasmid unnamed2:NZ_CP049243.1/CP049243.1; plasmid unnamed3:NZ_CP049244.1/CP049244.1; plasmid unnamed4:NZ_CP049245.1/CP049245.1,,5,4969,2020-03-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/046/245/GCA_011046245.1_ASM1104624v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/046/245/GCF_011046245.1_ASM1104624v1,x
Rhizobium rhizoryzae,Bacteria;Proteobacteria;Alphaproteobacteria,DSM 29514,SAMN14167853,PRJNA608227,GCA_011046895.1,Complete,4.98409,57.9822,chromosome:NZ_CP049250.1/CP049250.1; plasmid unnamed1:NZ_CP049247.1/CP049247.1; plasmid unnamed2:NZ_CP049248.1/CP049248.1; plasmid unnamed3:NZ_CP049249.1/CP049249.1; plasmid unnamed4:NZ_CP049251.1/CP049251.1; plasmid unnamed5:NZ_CP049252.1/CP049252.1,,6,4508,2020-03-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/046/895/GCA_011046895.1_ASM1104689v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/046/895/GCF_011046895.1_ASM1104689v1,x
Blastochloris tepida,Bacteria;Proteobacteria;Alphaproteobacteria,GI,SAMD00131669,PRJDB7143,GCA_003966715.1,Complete,3.94939,68.3,chromosome:NZ_AP018907.1/AP018907.1,,1,3507,2018-08-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/966/715/GCA_003966715.1_ASM396671v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/715/GCF_003966715.1_ASM396671v1,x
Salaquimonas pukyongi,Bacteria;Proteobacteria;Alphaproteobacteria,RR3-28,SAMN06199440,PRJNA360029,GCA_001953055.1,Complete,3.35758,58.6,chromosome:NZ_CP019044.1/CP019044.1,,1,3093,2017-01-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/953/055/GCA_001953055.1_ASM195305v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/953/055/GCF_001953055.1_ASM195305v1,x
Caulobacter vibrioides,Bacteria;Proteobacteria;Alphaproteobacteria,CB2A,SAMN10473901,PRJNA386178,GCA_003856435.1,Complete,4.03672,67.2,chromosome:NZ_CP034122.1/CP034122.1,,1,3619,2018-12-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/856/435/GCA_003856435.1_ASM385643v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/856/435/GCF_003856435.1_ASM385643v1,x
