#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP,x
Enterobacter chengduensis,Bacteria;Proteobacteria;Gammaproteobacteria,WCHECl-C4_WCHECh050004,SAMN06249239,PRJNA415108,GCA_001984825.2,Complete,5.21812,55.7203,chromosome:NZ_CP043318.1/CP043318.1; plasmid pLAP2_050004:NZ_CP043319.1/CP043319.1,,2,4763,2019-08-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/984/825/GCA_001984825.2_ASM198482v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/984/825/GCF_001984825.2_ASM198482v2,x
Avibacterium volantium,Bacteria;Proteobacteria;Gammaproteobacteria,NCTC3438,SAMEA2822162,PRJEB6403,GCA_900635775.1,Complete,2.23048,41.5,chromosome 1:NZ_LR134167.1/LR134167.1,,1,1999,2018-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/635/775/GCA_900635775.1_33763_C01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/635/775/GCF_900635775.1_33763_C01,x
Actinobacillus delphinicola,Bacteria;Proteobacteria;Gammaproteobacteria,NCTC12871,SAMEA104210753,PRJEB6403,GCA_900638385.1,Complete,1.83724,37.6,chromosome 1:NZ_LR134510.1/LR134510.1,,1,1609,2018-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/638/385/GCA_900638385.1_57566_E02,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/385/GCF_900638385.1_57566_E02,x
Aerosticca soli,Bacteria;Proteobacteria;Gammaproteobacteria,Dysh456,SAMD00115724,PRJDB6914,GCA_003967035.1,Complete,2.87497,68.3,chromosome:NZ_AP018560.1/AP018560.1,,1,2582,2018-05-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/967/035/GCA_003967035.1_ASM396703v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/967/035/GCF_003967035.1_ASM396703v1,x
Sulfuriflexus mobilis,Bacteria;Proteobacteria;Gammaproteobacteria,aks1,SAMD00126346,PRJDB7001,GCA_003967195.1,Complete,3.11134,53.1,chromosome:NZ_AP018725.1/AP018725.1,,1,3039,2018-10-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/967/195/GCA_003967195.1_ASM396719v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/967/195/GCF_003967195.1_ASM396719v1,x
Sulfurivermis fontis,Bacteria;Proteobacteria;Gammaproteobacteria,JG42,SAMD00126345,PRJDB7001,GCA_004001245.1,Complete,3.24621,64,chromosome:NZ_AP018724.1/AP018724.1,,1,3145,2018-10-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/001/245/GCA_004001245.1_ASM400124v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/001/245/GCF_004001245.1_ASM400124v1,x
Hydrogenovibrio thermophilus,Bacteria;Proteobacteria;Gammaproteobacteria,JR-2,SAMN10724091,PRJNA514374,GCA_004028275.1,Complete,2.61289,50.5,chromosome:NZ_CP035033.1/CP035033.1,,1,2369,2019-01-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/028/275/GCA_004028275.1_ASM402827v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/028/275/GCF_004028275.1_ASM402827v1,x
Enterobacter sichuanensis,Bacteria;Proteobacteria;Gammaproteobacteria,SGAir0282,SAMN08222714,PRJNA388547,GCA_009036245.1,Complete,4.71139,55.5,chromosome:NZ_CP027986.1/CP027986.1,,1,4326,2019-10-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/036/245/GCA_009036245.1_ASM903624v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/036/245/GCF_009036245.1_ASM903624v1,x
Pseudolysobacter antarcticus,Bacteria;Proteobacteria;Gammaproteobacteria,AQ6-296,SAMN10622743,PRJNA511354,GCA_004168365.1,Complete,4.72898,58.6927,chromosome:NZ_CP035704.1/CP035704.1; plasmid unnamed1:NZ_CP035703.1/CP035703.1,,2,3942,2019-02-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/168/365/GCA_004168365.1_ASM416836v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/168/365/GCF_004168365.1_ASM416836v1,x
Litorilituus sediminis,Bacteria;Proteobacteria;Gammaproteobacteria,JCM 17549,SAMN10662180,PRJNA512160,GCA_004295665.1,Complete,4.27572,39.4,chromosome:NZ_CP034759.1/CP034759.1,,1,3665,2019-02-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/295/665/GCA_004295665.1_ASM429566v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/295/665/GCF_004295665.1_ASM429566v1,x
endosymbiont of Sipalinus gigas,Bacteria;Proteobacteria;Gammaproteobacteria,NARSGI1,SAMD00080336,PRJDB5644,GCA_004296475.1,Complete,0.232663,17.6991,chromosome:NZ_AP018162.1/AP018162.1; plasmid pSgi1:NZ_AP018163.1/AP018163.1,,2,233,2017-10-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/296/475/GCA_004296475.1_ASM429647v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/296/475/GCF_004296475.1_ASM429647v1,x
endosymbiont of Pachyrhynchus infernalis,Bacteria;Proteobacteria;Gammaproteobacteria,NARPIN1,SAMD00080338,PRJDB5646,GCA_004296515.1,Complete,0.226299,17.4,chromosome:NZ_AP018160.1/AP018160.1,,1,212,2017-10-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/296/515/GCA_004296515.1_ASM429651v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/296/515/GCF_004296515.1_ASM429651v1,x
endosymbiont of Euscepes postfasciatus,Bacteria;Proteobacteria;Gammaproteobacteria,NAREPO1,SAMD00080337,PRJDB5645,GCA_004296535.1,Complete,0.219841,16.2,chromosome:NZ_AP018159.1/AP018159.1,,1,213,2017-10-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/296/535/GCA_004296535.1_ASM429653v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/296/535/GCF_004296535.1_ASM429653v1,x
Permianibacter aggregans,Bacteria;Proteobacteria;Gammaproteobacteria,HW001,SAMN11110836,PRJNA526813,GCA_009756665.1,Complete,4.26665,54.4,chromosome:NZ_CP037953.1/CP037953.1,,1,3740,2019-12-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/756/665/GCA_009756665.1_ASM975666v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/756/665/GCF_009756665.1_ASM975666v1,x
Nitrosococcus wardiae,Bacteria;Proteobacteria;Gammaproteobacteria,D1FHS,SAMN04324281,PRJNA305330,GCA_004421105.1,Complete,4.02264,50.7,chromosome:NZ_CP038033.1/CP038033.1,,1,3600,2019-03-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/421/105/GCA_004421105.1_ASM442110v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/421/105/GCF_004421105.1_ASM442110v1,x
Actinobacillus indolicus,Bacteria;Proteobacteria;Gammaproteobacteria,AIFJ1607,SAMN10918381,PRJNA521859,GCA_004519515.1,Complete,2.25164,40.1,chromosome:NZ_CP038145.1/CP038145.1,,1,2063,2019-03-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/519/515/GCA_004519515.1_ASM451951v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/519/515/GCF_004519515.1_ASM451951v1,x
Brenneria nigrifluens DSM 30175 = ATCC 13028,Bacteria;Proteobacteria;Gammaproteobacteria,ATCC 13028,SAMN10415317,PRJNA478423,GCA_005484965.1,Complete,4.8917,55.9,chromosome:NZ_CP034036.1/CP034036.1,,1,4319,2019-05-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/484/965/GCA_005484965.1_ASM548496v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/484/965/GCF_005484965.1_ASM548496v1,x
Yersinia hibernica,Bacteria;Proteobacteria;Gammaproteobacteria,CFS1934,SAMN10078524,PRJNA491465,GCA_004124235.1,Complete,4.80344,47.9076,chromosome:NZ_CP032487.1/CP032487.1; plasmid pCFS1934:NZ_CP032488.1/CP032488.1,,2,4213,2019-01-31T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/124/235/GCA_004124235.1_ASM412423v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/124/235/GCF_004124235.1_ASM412423v1,x
Hydrocarboniclastica marina,Bacteria;Proteobacteria;Gammaproteobacteria,soil36-7,SAMN09602974,PRJNA479718,GCA_004851605.1,Complete,4.2585,57.9501,chromosome:NZ_CP031093.1/CP031093.1; plasmid psoil36-7:NZ_CP031094.1/CP031094.1,,2,3652,2019-04-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/851/605/GCA_004851605.1_ASM485160v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/851/605/GCF_004851605.1_ASM485160v1,x
Salinimonas lutimaris,Bacteria;Proteobacteria;Gammaproteobacteria,DPSR-4,SAMN11026497,PRJNA524439,GCA_005222225.1,Complete,4.12353,49.8,chromosome:NZ_CP036536.1/CP036536.1,,1,3537,2019-05-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/222/225/GCA_005222225.1_ASM522222v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/222/225/GCF_005222225.1_ASM522222v1,x
Brenneria rubrifaciens,Bacteria;Proteobacteria;Gammaproteobacteria,6D370,SAMN10415318,PRJNA478423,GCA_005484945.1,Complete,4.02809,52.6,chromosome:NZ_CP034035.1/CP034035.1,,1,3350,2019-05-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/484/945/GCA_005484945.1_ASM548494v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/484/945/GCF_005484945.1_ASM548494v1,x
Acinetobacter cumulans,Bacteria;Proteobacteria;Gammaproteobacteria,WCHAc060092,SAMN08772519,PRJNA387062,GCA_003024525.3,Complete,3.71087,40.3402,chromosome:NZ_CP035934.2/CP035934.2; plasmid p1_060092:NZ_CP035936.1/CP035936.1; plasmid p2_060092:NZ_CP035937.1/CP035937.1; plasmid p3_060092:NZ_CP035938.1/CP035938.1; plasmid p4_060092:NZ_CP035939.1/CP035939.1; plasmid p5_060092:NZ_CP035940.1/CP035940.1; plasmid p6_060092:NZ_CP035941.1/CP035941.1; plasmid p7_060092:NZ_CP035942.1/CP035942.1; plasmid p8_060092:NZ_CP035943.1/CP035943.1; plasmid pNDM1_060092:NZ_CP035935.1/CP035935.1,,10,3288,2019-02-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/024/525/GCA_003024525.3_ASM302452v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/024/525/GCF_003024525.3_ASM302452v3,x
Neptunomonas concharum,Bacteria;Proteobacteria;Gammaproteobacteria,JCM17730,SAMN12684172,PRJNA563618,GCA_008630635.1,Complete,3.56199,46.4,chromosome:NZ_CP043869.1/CP043869.1,,1,3279,2019-09-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/630/635/GCA_008630635.1_ASM863063v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/630/635/GCF_008630635.1_ASM863063v1,x
Luteibacter pinisoli,Bacteria;Proteobacteria;Gammaproteobacteria,MAH-14,SAMN12043969,PRJNA548583,GCA_006385595.1,Complete,4.6107,66.1,chromosome:NZ_CP041046.1/CP041046.1,,1,4099,2019-06-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/385/595/GCA_006385595.1_ASM638559v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/385/595/GCF_006385595.1_ASM638559v1,x
Thiomicrorhabdus aquaedulcis,Bacteria;Proteobacteria;Gammaproteobacteria,HaS4,SAMD00126347,PRJDB7001,GCA_004001325.1,Complete,2.53703,45.2931,chromosome:NZ_AP018722.1/AP018722.1; plasmid pTmrp1:NZ_AP018723.1/AP018723.1,,2,2150,2018-10-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/001/325/GCA_004001325.1_ASM400132v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/001/325/GCF_004001325.1_ASM400132v1,x
Pantoea eucalypti,Bacteria;Proteobacteria;Gammaproteobacteria,LMG 24197,SAMN10385900,PRJNA503936,GCA_009646115.1,Complete,4.79899,54.1808,chromosome:NZ_CP045720.1/CP045720.1; plasmid unnamed1:NZ_CP045721.1/CP045721.1; plasmid unnamed2:NZ_CP045722.1/CP045722.1; plasmid unnamed3:NZ_CP045723.1/CP045723.1,,4,4289,2019-11-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/646/115/GCA_009646115.1_ASM964611v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/646/115/GCF_009646115.1_ASM964611v1,x
Raoultella electrica,Bacteria;Proteobacteria;Gammaproteobacteria,DSM 102253,SAMN12125603,PRJNA550349,GCA_006711645.1,Complete,5.7852,55.0444,chromosome:NZ_CP041247.1/CP041247.1; plasmid unnamed1:NZ_CP041248.1/CP041248.1; plasmid unnamed2:NZ_CP041249.1/CP041249.1; plasmid unnamed3:NZ_CP041250.1/CP041250.1; plasmid unnamed4:NZ_CP041251.1/CP041251.1; plasmid unnamed5:NZ_CP041252.1/CP041252.1,,6,5282,2019-07-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/711/645/GCA_006711645.1_ASM671164v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/711/645/GCF_006711645.1_ASM671164v1,x
Salinimonas sediminis,Bacteria;Proteobacteria;Gammaproteobacteria,N102,SAMN09858433,PRJNA486605,GCA_003429285.1,Complete,4.44029,48.2,chromosome:NZ_CP031769.1/CP031769.1,,1,3688,2018-08-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/429/285/GCA_003429285.1_ASM342928v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/429/285/GCF_003429285.1_ASM342928v1,x
Gallaecimonas mangrovi,Bacteria;Proteobacteria;Gammaproteobacteria,HK-28,SAMN09742667,PRJNA483519,GCA_003367375.1,Complete,4.07198,52.7,chromosome:NZ_CP031416.1/CP031416.1,,1,3721,2018-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/367/375/GCA_003367375.1_ASM336737v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/367/375/GCF_003367375.1_ASM336737v1,x
Catenovulum sediminis,Bacteria;Proteobacteria;Gammaproteobacteria,WS1-A,SAMN12257642,PRJNA554209,GCA_007289895.1,Complete,4.868,40.7532,chromosome 1:NZ_CP041660.1/CP041660.1; chromosome 2:NZ_CP041661.1/CP041661.1,,2,3872,2019-07-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/289/895/GCA_007289895.1_ASM728989v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/289/895/GCF_007289895.1_ASM728989v1,x
Lysobacter lycopersici,Bacteria;Proteobacteria;Gammaproteobacteria,CC-Bw-6,SAMN12264896,PRJNA554410,GCA_007556775.1, Chromosome,2.59617,66.9,chromosome:NZ_CP041742.1/CP041742.1,,1,2489,2019-07-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/556/775/GCA_007556775.1_ASM755677v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/556/775/GCF_007556775.1_ASM755677v1,x
Shewanella donghaensis,Bacteria;Proteobacteria;Gammaproteobacteria,LT17,SAMN12340636,PRJNA556082,GCA_007567505.1,Complete,4.91277,40.2,chromosome:NZ_CP041783.1/CP041783.1,,1,3996,2019-07-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/567/505/GCA_007567505.1_ASM756750v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/567/505/GCF_007567505.1_ASM756750v1,x
Pistricoccus aurantiacus,Bacteria;Proteobacteria;Gammaproteobacteria,CBA4606,SAMN11843676,PRJNA544551,GCA_007954585.1,Complete,3.78119,60.1,chromosome:NZ_CP042382.1/CP042382.1,,1,3422,2019-08-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/954/585/GCA_007954585.1_ASM795458v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/954/585/GCF_007954585.1_ASM795458v1,x
Arenimonas daejeonensis,Bacteria;Proteobacteria;Gammaproteobacteria,KACC 14631,SAMN12429659,PRJNA558188,GCA_007993735.1, Chromosome,3.03254,68.3,chromosome:NZ_CP042453.1/CP042453.1,,1,2255,2019-08-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/993/735/GCA_007993735.1_ASM799373v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/993/735/GCF_007993735.1_ASM799373v1,x
Francisella adeliensis,Bacteria;Proteobacteria;Gammaproteobacteria,FDC440,SAMN07192706,PRJNA389235,GCA_003290445.1,Complete,2.05409,32.7,chromosome:NZ_CP021781.1/CP021781.1,,1,1885,2018-07-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/290/445/GCA_003290445.1_ASM329044v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/290/445/GCF_003290445.1_ASM329044v1,x
Aquicella siphonis,Bacteria;Proteobacteria;Gammaproteobacteria,SGT-108,SAMEA5080415,PRJEB29684,GCA_902459485.1,Complete,2.83319,47.8174,chromosome 1:NZ_LR699119.1/LR699119.1; chromosome 2:NZ_LR699120.1/LR699120.1,,2,2515,2019-08-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/459/485/GCA_902459485.1_pb_189-2_HGAP3_CTR,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/459/485/GCF_902459485.1_pb_189-2_HGAP3_CTR,x
Francisella marina,Bacteria;Proteobacteria;Gammaproteobacteria,E95-16,SAMN12675351,PRJNA563512,GCA_008369785.1,Complete,2.06228,32.8928,chromosome:NZ_CP043552.1/CP043552.1; plasmid pE95_16_1:NZ_CP043553.1/CP043553.1,,2,1945,2019-09-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/369/785/GCA_008369785.1_ASM836978v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/369/785/GCF_008369785.1_ASM836978v1,x
Enterobacter oligotrophica,Bacteria;Proteobacteria;Gammaproteobacteria,CCA6,SAMD00143594,PRJDB7530,GCA_009176645.1,Complete,4.47659,54.3,chromosome:NZ_AP019007.1/AP019007.1,,1,4092,2019-03-18T23:20:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/176/645/GCA_009176645.1_ASM917664v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/176/645/GCF_009176645.1_ASM917664v1,x
Saliniradius amylolyticus,Bacteria;Proteobacteria;Gammaproteobacteria,HMF8227,SAMN09065712,PRJNA449135,GCA_003143555.1,Complete,3.21495,52.1,chromosome:NZ_CP029347.1/CP029347.1,,1,2917,2018-05-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/143/555/GCA_003143555.1_ASM314355v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/143/555/GCF_003143555.1_ASM314355v1,x
Pectobacterium brasiliense,Bacteria;Proteobacteria;Gammaproteobacteria,SX309,SAMN06605957,PRJNA379343,GCA_002068115.1,Complete,4.9663,52.2,chromosome:NZ_CP020350.1/CP020350.1,,1,4222,2017-03-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/068/115/GCA_002068115.1_ASM206811v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/068/115/GCF_002068115.1_ASM206811v1,x
Azotobacter salinestris,Bacteria;Proteobacteria;Gammaproteobacteria,KACC 13899,SAMN13053265,PRJNA578225,GCA_009363155.1,Complete,5.29237,65.5969,chromosome:NZ_CP045302.1/CP045302.1; plasmid unnamed1:NZ_CP045303.1/CP045303.1; plasmid unnamed2:NZ_CP045301.1/CP045301.1,,3,4711,2019-10-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/363/155/GCA_009363155.1_ASM936315v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/363/155/GCF_009363155.1_ASM936315v1,x
Pectobacterium odoriferum,Bacteria;Proteobacteria;Gammaproteobacteria,JK2.1,SAMN10698425,PRJNA513207,GCA_009931295.1,Complete,5.10026,51.5298,chromosome:NZ_CP034938.1/CP034938.1; plasmid p.Jk2_1:NZ_CP034939.1/CP034939.1,,2,4374,2020-01-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/931/295/GCA_009931295.1_ASM993129v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/931/295/GCF_009931295.1_ASM993129v1,x
Klebsiella huaxiensis,Bacteria;Proteobacteria;Gammaproteobacteria,WCHKl090001,SAMN08861555,PRJNA353728,GCA_003261575.2,Complete,6.30083,53.2572,chromosome:NZ_CP036175.1/CP036175.1; plasmid p1_090001:NZ_CP036176.1/CP036176.1,,2,5686,2019-02-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/261/575/GCA_003261575.2_ASM326157v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/261/575/GCF_003261575.2_ASM326157v2,x
Litoricola lipolytica,Bacteria;Proteobacteria;Gammaproteobacteria,IMCC 1097,SAMN13193731,PRJNA587557,GCA_009650135.1,Complete,2.34604,58.8,chromosome:NZ_CP045871.1/CP045871.1,,1,2328,2019-11-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/650/135/GCA_009650135.1_ASM965013v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/650/135/GCF_009650135.1_ASM965013v1,x
Shewanella maritima,Bacteria;Proteobacteria;Gammaproteobacteria,D4-2,SAMN10928316,PRJNA522310,GCA_004295345.1,Complete,4.71801,44.5,chromosome:NZ_CP036200.1/CP036200.1,,1,3762,2019-02-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/295/345/GCA_004295345.1_ASM429534v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/295/345/GCF_004295345.1_ASM429534v1,x
Marinobacter fonticola,Bacteria;Proteobacteria;Gammaproteobacteria,CS412,SAMN12612374,PRJNA561237,GCA_008122265.1,Complete,4.54393,58,chromosome:NZ_CP043042.1/CP043042.1,,1,3924,2019-08-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/122/265/GCA_008122265.1_ASM812226v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/122/265/GCF_008122265.1_ASM812226v1,x
Acinetobacter chinensis,Bacteria;Proteobacteria;Gammaproteobacteria,WCHAc010005,SAMN07138949,PRJNA387062,GCA_002165375.2,Complete,3.73729,42.4163,chromosome:NZ_CP032134.1/CP032134.1; plasmid p1_010005:NZ_CP032127.1/CP032127.1; plasmid p2_010005:NZ_CP032128.1/CP032128.1; plasmid p3_010005:NZ_CP032129.1/CP032129.1; plasmid p4_010005:NZ_CP032130.1/CP032130.1; plasmid p5_010005:NZ_CP032131.1/CP032131.1; plasmid pNDM1_010005:NZ_CP032132.1/CP032132.1; plasmid pOXA58_010005:NZ_CP032133.1/CP032133.1,,8,3402,2018-09-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/165/375/GCA_002165375.2_ASM216537v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/165/375/GCF_002165375.2_ASM216537v2,x
Thiomicrorhabdus indica,Bacteria;Proteobacteria;Gammaproteobacteria,13-15A,SAMN10233482,PRJNA495865,GCA_004293625.1,Complete,2.82988,41.6,chromosome:NZ_CP033040.1/CP033040.1,,1,2419,2019-02-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/293/625/GCA_004293625.1_ASM429362v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/293/625/GCF_004293625.1_ASM429362v1,x
Guyparkeria halophila,Bacteria;Proteobacteria;Gammaproteobacteria,sp2,SAMN13381662,PRJNA591430,GCA_009734265.1,Complete,2.59447,66.2,chromosome:NZ_CP046415.1/CP046415.1,,1,2283,2019-12-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/734/265/GCA_009734265.1_ASM973426v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/734/265/GCF_009734265.1_ASM973426v1,x
Idiomarina andamanensis,Bacteria;Proteobacteria;Gammaproteobacteria,W-5T,SAMN10054286,PRJNA490609,GCA_009734345.1, Chromosome,2.41434,47.1,chromosome:NZ_CP032551.1/CP032551.1,,1,2199,2019-12-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/734/345/GCA_009734345.1_ASM973434v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/734/345/GCF_009734345.1_ASM973434v1,x
Francisella opportunistica,Bacteria;Proteobacteria;Gammaproteobacteria,PA05-1188,SAMN07290514,PRJNA392307,GCA_003347135.1,Complete,1.83923,32.5,chromosome:NZ_CP022377.1/CP022377.1,,1,1663,2018-07-31T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/347/135/GCA_003347135.1_ASM334713v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/347/135/GCF_003347135.1_ASM334713v1,x
Francisella salina,Bacteria;Proteobacteria;Gammaproteobacteria,TX07-7308,SAMN02603541,PRJNA67139,GCA_000219045.1,Complete,2.03593,32.9,chromosome:NC_015696.1/CP002872.1,,1,1882,2011-06-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/219/045/GCA_000219045.1_ASM21904v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/045/GCF_000219045.1_ASM21904v1,x
